Source Name	Sample Name	Characteristics[Organism]	Term Source REF	Term Accession Number	Characteristics[Strain]	Term Source REF	Term Accession Number	Characteristics[Genotype]	Term Source REF	Term Accession Number	Characteristics[Material Type]	Term Source REF	Term Accession Number	Factor Value[Spaceflight]	Term Source REF	Term Accession Number	Factor Value[Growth Environment]	Factor Value[Time]	Unit	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Sample Media Information]	Parameter Value[Growth Temperature]	Unit	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Sample Preservation Method]	Term Source REF	Term Accession Number	Parameter Value[Sample Storage Temperature]	Unit	Term Source REF	Term Accession Number
F15	F15	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Titanium	15	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F16	F16	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	AL6061	15	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F17	F17	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	AL6061	15	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F18	F18	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	MIT Grass	15	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F19	F19	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Titanium	15	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F20	F20	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	SS316	15	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F21	F21	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	AL6061	15	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F22	F22	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	MIT Grass	15	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
F23	F23	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	AL6061	15	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
I2	I2	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Quartz	20	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
I4	I4	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Silicone	20	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
I5	I5	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Silicone	20	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
I8	I8	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Quartz	20	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
I9	I9	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Silicone	20	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
I10	I10	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Carbon Fiber	20	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
I13	I13	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Quartz	20	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
I14	I14	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Silicone	20	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
I15	I15	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Carbon Fiber	20	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
I16	I16	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	SS316	20	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
I17	I17	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Silicone	20	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
I19	I19	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Carbon Fiber	20	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
I20	I20	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Carbon Fiber	20	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
I21	I21	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Silicone	20	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
I22	I22	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Quartz	20	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
J9	J9	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	MIT Grass	20	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
J10	J10	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Titanium	20	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
J11	J11	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	AL6061	20	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
J13	J13	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	MIT Grass	20	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
J14	J14	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Titanium	20	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
J15	J15	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	AL6061	20	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
J16	J16	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	SS316	20	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
J17	J17	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	MIT Grass	20	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
J18	J18	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	MIT Grass	20	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
J19	J19	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	SS316	20	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
J21	J21	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	AL6061	20	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
J22	J22	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Titanium	20	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
J24	J24	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Titanium	20	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
AG1	AG1	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Ground	OSD	https://osdr.nasa.gov/	Carbon Fiber	10	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
AG2	AG2	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Ground	OSD	https://osdr.nasa.gov/	Carbon Fiber	10	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
AG4	AG4	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Ground	OSD	https://osdr.nasa.gov/	SS316	10	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
AG5	AG5	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Ground	OSD	https://osdr.nasa.gov/	Quartz	10	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
